,coordinates,created_at,id,name,text
241,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Thu May 12 18:44:19 +0000 2016,730830986137731072,Felipe Ogaz Oviedo,"@acalenu ibas bien pero no pretendas que crea que la Solución VIAL es para los peatones, por favor! @joselorodr se hace nada en cultura vial"
242,"[[[-78.948466, -0.588618], [-78.948466, 0.255477], [-78.164897, 0.255477], [-78.164897, -0.588618]]]",Mon May 30 21:50:21 +0000 2016,737400784313307136,Taffy Lou,.@AMTQuito En Quito con la ignorancia en relación a derechos de peatones y ciclistas no llegaríamos nunca a algo así https://t.co/VCminU0mFy
243,"0,0,0,0",Wed Jun 01 23:53:15 +0000 2016,738156488997228544,pilasmauri,"RT @farriancito: Ahora@MauricioRodasEC cree q parchar calles e instruir a los @AMTQuito hacer trafico, es hacer obra @QuitoVigila @IneptoRo…"
244,"0,0,0,0",Thu Jun 02 00:10:10 +0000 2016,738160746303918080,TINTA&PAPEL IMPRENTA,"RT @farriancito: Ahora@MauricioRodasEC cree q parchar calles e instruir a los @AMTQuito hacer trafico, es hacer obra @QuitoVigila @IneptoRo…"
245,"0,0,0,0",Thu Jun 02 04:55:52 +0000 2016,738232642550829057,Retwittear Quito,"RT @farriancito: Ahora@MauricioRodasEC cree q parchar calles e instruir a los @AMTQuito hacer trafico, es hacer obra @QuitoVigila @IneptoRo…"
246,"0,0,0,0",Thu Jun 02 06:55:41 +0000 2016,738262794253045760,Ximena Andrade,"RT @farriancito: Ahora@MauricioRodasEC cree q parchar calles e instruir a los @AMTQuito hacer trafico, es hacer obra @QuitoVigila @IneptoRo…"
247,"0,0,0,0",Thu Jun 02 09:02:28 +0000 2016,738294703364407296,Consulta Familiar,"RT @farriancito: Ahora@MauricioRodasEC cree q parchar calles e instruir a los @AMTQuito hacer trafico, es hacer obra @QuitoVigila @IneptoRo…"
248,"0,0,0,0",Fri May 20 23:38:54 +0000 2016,733804223368986624,Juan Andres Barragan,@AMTQuito en la ute de la Occidental no se mueve el trafico.. donde estan?? https://t.co/437NSEX13J
249,"0,0,0,0",Fri Jun 03 19:23:28 +0000 2016,738813370590191616,Quito Vigila,"RT @NadiaLapo1: @QuitoVigila @AMTQuito Los pitos utilizan para llamar la atención, pero no para dirigir el trafico #RespondeRodas"
250,"[[[-78.948466, -0.588618], [-78.948466, 0.255477], [-78.164897, 0.255477], [-78.164897, -0.588618]]]",Mon May 09 12:37:30 +0000 2016,729651506778148864,Maria Jose Unda,Señor Alcalde se requiere fluidez en la entrada a carapungo!!!! @MauricioRodasEC es necesario gente que ayude en trafico
251,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Fri May 27 01:08:04 +0000 2016,736000986976813058,Eléctrica Quito,"@fermora84 Se realizo la gestión , por motivo de trafico llegan en unos 25 minutos a verificar el tipo de daño"
252,"0,0,0,0",Mon May 23 16:01:33 +0000 2016,734776291120013312,Paul Lovato,@AMTQuito pongas fotos del hermoso trafico en eloy alfaro y rio coca dos sentidos.. hay como diez magnificos agentes
253,"[[[-78.948466, -0.588618], [-78.948466, 0.255477], [-78.164897, 0.255477], [-78.164897, -0.588618]]]",Wed Jun 01 22:58:05 +0000 2016,738142604571742208,Fabián Rodríguez,"Ahora@MauricioRodasEC cree q parchar calles e instruir a los @AMTQuito hacer trafico, es hacer obra @QuitoVigila @IneptoRodas @RetwittearUio"
254,"0,0,0,0",Fri Jun 03 16:23:34 +0000 2016,738768098157793281,Gustavo Sampietro,@QuitoVigila @AMTQuito creen dirigir el trafico y la prioridad y respeto para el peatón no hay #RespondeRodas
255,"0,0,0,0",Thu Jun 02 00:42:06 +0000 2016,738168780849717249,monica jativa gomez,"RT @farriancito: Ahora@MauricioRodasEC cree q parchar calles e instruir a los @AMTQuito hacer trafico, es hacer obra @QuitoVigila @IneptoRo…"
256,"0,0,0,0",Thu Jun 02 02:54:52 +0000 2016,738202191027183616,Quito Vigila,"RT @farriancito: Ahora@MauricioRodasEC cree q parchar calles e instruir a los @AMTQuito hacer trafico, es hacer obra @QuitoVigila @IneptoRo…"
257,"[[[-78.948466, -0.588618], [-78.948466, 0.255477], [-78.164897, 0.255477], [-78.164897, -0.588618]]]",Fri May 06 12:40:26 +0000 2016,728565082947465216,SORAYA RUEDA,@AMTQuito podrían informar por que hay tanto trafico al bajar de carcelen a carapungo mas de media hora sector yambal
258,"[[[-81.328148, -18.349728], [-81.328148, -0.03884], [-68.673088, -0.03884], [-68.673088, -18.349728]]]",Sat May 14 04:17:33 +0000 2016,731337631964008448,gerardolipe,"Y donde esta el Alcalde Castañeda? matan, roban , asesinan a nuestros jovenes, trafico, delincuencia Donde esta Castañeda? que poder tiene?"
259,"[[[-81.328148, -18.349728], [-81.328148, -0.03884], [-68.673088, -0.03884], [-68.673088, -18.349728]]]",Tue May 10 13:42:07 +0000 2016,730030158741155845,gerardolipe,"Lima esta abandonada a su suerte, ni transporte,ni limpieza, desorden y caos Av Abancay,Ambulantes, trafico bypass Castañeda  destruyendo"
260,"[[[-81.328148, -18.349728], [-81.328148, -0.03884], [-68.673088, -0.03884], [-68.673088, -18.349728]]]",Wed May 25 20:56:20 +0000 2016,735575249278865408,LILIANA VANESSA,"@elcomercio increible, ojala pronto sea un proyecto en el PERU para reducir o acabar con el caos del trafico."
261,"[[[-81.328148, -18.349728], [-81.328148, -0.03884], [-68.673088, -0.03884], [-68.673088, -18.349728]]]",Mon May 09 23:18:06 +0000 2016,729812719214338048,SUTRAN PERÚ,Aprende sobre la revisión técnica vehicular        https://t.co/rMbLy8iPht https://t.co/SJc7HGeM9H
262,"0,0,0,0",Sat May 21 16:25:06 +0000 2016,734057441311240193,Katy Andrade,@AMTQuito por favor ayuda en los alrededores del mercado Santa Clara caos vehicular no hay agentes
263,"0,0,0,0",Mon May 23 16:52:08 +0000 2016,734789018760667136,AMT Quito,Se mantienen estrictos operativos de control vehicular en el área rural de DMQ. https://t.co/XJCa2hqEIM
264,"0,0,0,0",Wed May 25 00:58:21 +0000 2016,735273767165919232,AMT Quito,@jedannii88x el contraflujo finaliza a las 20:00 aprox dependiendo de la carga vehicular
265,"0,0,0,0",Wed May 25 01:06:47 +0000 2016,735275891052412929,AMT Quito,"Finaliza el contraflujo del túnel Guayasamín, circulación vehicular fluida. https://t.co/9Zgs9HJj7V"
266,"0,0,0,0",Wed May 25 02:58:25 +0000 2016,735303983074578432,Disfruta Quito,"RT @AMTQuito: Finaliza el contraflujo del túnel Guayasamín, circulación vehicular fluida. https://t.co/9Zgs9HJj7V"
267,"0,0,0,0",Thu May 26 19:17:49 +0000 2016,735912846295465984,AMT Quito,@mariapaularomo Estimada el contraflujo se lo realiza de acuerdo a la carga vehicular del momento.
268,"0,0,0,0",Wed May 25 04:38:43 +0000 2016,735329224257638405,Laura Vera,"RT @AMTQuito: Finaliza el contraflujo del túnel Guayasamín, circulación vehicular fluida. https://t.co/9Zgs9HJj7V"
269,"0,0,0,0",Tue May 31 19:19:37 +0000 2016,737725237425537024,Daniel Moncayo,"@AMTQuito favor atender, sistema para tomar turnos de revisión vehicular COLAPSADO... https://t.co/MRuwm6zMDa"
270,"0,0,0,0",Fri Jun 03 14:36:35 +0000 2016,738741173347614720,marcovsa11@hotmail.c,"@AMTQuito favor coordinar servicio en el intercambiador de cárcelen, no existe y hay caos vehicular"
271,"0,0,0,0",Thu May 19 17:53:46 +0000 2016,733354979940012032,ÁlvaroSerranoUgalde,"@AMTQuito Por favor revisar la página web, no hay como sacar turno para revisión vehicular"
272,"0,0,0,0",Sat May 21 00:26:00 +0000 2016,733816075716943872,Juan Cajas,"@ECU911Quito @Delpucas @PoliciaMetroQ @PoliciaEcuador amigos cual es el problema en la occidental,  esta un caos vehicular"
273,"0,0,0,0",Thu May 26 22:10:24 +0000 2016,735956276849614849,Nataly Osorio,"@AMTQuito señores gracias por ayudar al tráfico, cerrando las calles de acceso para circulación vehicular! Lol"
274,"[[[-78.948466, -0.588618], [-78.948466, 0.255477], [-78.164897, 0.255477], [-78.164897, -0.588618]]]",Mon May 23 18:16:27 +0000 2016,734810236498915333,NoticieroEcuadoradio,Bastante carga vehicular Oriental sentido norte sur. @AMTQuito https://t.co/JDGuirfIg6
275,"0,0,0,0",Sun May 22 15:00:35 +0000 2016,734398559206965248,RX1radio,"Colisión vehicular, panamericana  norte de #Quito , sector Calderón. @ECU911Quito https://t.co/J0F9fykqW0"
276,"0,0,0,0",Wed Jun 01 15:13:03 +0000 2016,738025576301268992,Daniel Cabrera,"@AMTQuito carga vehicular pesada en Av. Napo, sector colegio montufar, no hay ningún agente. Gracias"
277,"[[[-78.948466, -0.588618], [-78.948466, 0.255477], [-78.164897, 0.255477], [-78.164897, -0.588618]]]",Mon May 16 11:05:51 +0000 2016,732165158303305728,@Ecu911Macas,Estado vial: Macas- #Puyo habilitada al tránsito vehicular. https://t.co/rLmxRgBRoi
278,"[[[-78.948466, -0.588618], [-78.948466, 0.255477], [-78.164897, 0.255477], [-78.164897, -0.588618]]]",Mon May 16 11:09:08 +0000 2016,732165984077942784,@Ecu911Macas,Estado vial: Macas- Limón- #Cuenca habilidada a la circulación vehicular. https://t.co/7ZVZQORhkl
279,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Wed May 11 11:29:57 +0000 2016,730359286438600704,Radio Latacunga AM,#ATENCIÓN este es el cronograma de matriculación vehicular en #Pujilí @Dayanaortize @GadPujili https://t.co/OwFRzlT9KD
280,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Tue May 31 00:18:13 +0000 2016,737437995758936065,FmMundo 98.1,".@veroniicaarias: El parque vehicular no es tan viejo, en Quito es relativamente nuevo. Por 98.1"
281,"0,0,0,0",Tue May 31 23:44:38 +0000 2016,737791931674198017,caminandolibertad,"@AMTQuito para evitar contratiempos poner un letrero grande indicando el cambio de direcciòn no esperen un buen choque, para lamentarse"
282,"0,0,0,0",Fri Jun 03 12:57:17 +0000 2016,738716181507518464,Joaquin Alarcon,@ECU911Quito @policiamquito  pueden confirmar si  las cámaras de seguridad pueden revisar un choque que se fugó la persona responsable?
283,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Mon May 09 21:45:59 +0000 2016,729789539150139392,Ecuagol,Revelan escándalo del árbitro Chile-Uruguay y polémica de choque de Vidal https://t.co/xERTnCvKaD https://t.co/jVJ65MFhzi
284,"[[[-81.328148, -18.349728], [-81.328148, -0.03884], [-68.673088, -0.03884], [-68.673088, -18.349728]]]",Mon May 09 13:44:15 +0000 2016,729668306949554177,AméricaNoticias.pe,Cuádruple choque ocurrió en el cruce de la Av. Arequipa y Cuba ► https://t.co/uGwpIXb7xT https://t.co/tAZTwfRD5L
285,"[[[-81.328148, -18.349728], [-81.328148, -0.03884], [-68.673088, -0.03884], [-68.673088, -18.349728]]]",Thu May 12 04:44:12 +0000 2016,730619561050034176,Lima Vaga,"Mira el nuevo trailer de 'La Era del Hielo: Choque de Mundos'
https://t.co/Qn7WhAXIQ1 https://t.co/6xfVU4Ktjr"
286,"[[[-81.328148, -18.349728], [-81.328148, -0.03884], [-68.673088, -0.03884], [-68.673088, -18.349728]]]",Sat May 21 03:02:59 +0000 2016,733855580356530176,Huaralenlinea.com,#Densaneblina produce quíntuple #Choque en el KM 66. de la Variante de #Pasamayo . #HUARAL https://t.co/CcyOc7ciBy https://t.co/4ixuwszx3g
287,"[[[-81.328148, -18.349728], [-81.328148, -0.03884], [-68.673088, -0.03884], [-68.673088, -18.349728]]]",Sun May 29 04:29:11 +0000 2016,736776376783638528,Diario Ojo,¡Vinito incluido! Benjamín Lukovski tuvo 'choque y fuga' con Milechi https://t.co/LYRuCwMKT0 #EVDLV https://t.co/LyJhaKLxXs
288,"[[[-81.328148, -18.349728], [-81.328148, -0.03884], [-68.673088, -0.03884], [-68.673088, -18.349728]]]",Sun May 29 03:48:30 +0000 2016,736766137447354368,juan carlos,#evdlv jajaja asi haya sido corralito es o fue su decision de ella tener un choque y fuga con benjamin
289,"[[[-81.328148, -18.349728], [-81.328148, -0.03884], [-68.673088, -0.03884], [-68.673088, -18.349728]]]",Sun May 29 03:57:48 +0000 2016,736768479416700928,Diario Trome,"#EVDLV | ¿Has tenido un choque y fuga con @valenzuelastep?
→ Sí (Verdad) ► https://t.co/D5z1pYmbkN https://t.co/Zf7Dft6u6d"
290,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Mon May 30 17:46:09 +0000 2016,737339329769529345,DeporVito,"¡UNA VERDADERA FIESTA!
A pura ‘salsa choque’ en el hotel de Ecuador.. (VIDEO) https://t.co/kjqCAsrINC https://t.co/XIBdsP7IQ1 -"
291,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Mon May 30 20:06:34 +0000 2016,737374665442775043,DeporVito,"¡UNA VERDADERA FIESTA!
A pura ‘salsa choque’ en el hotel de Ecuador.. (VIDEO) https://t.co/kjqCAsrINC https://t.co/XIBdsP7IQ1 ,"
292,"[[[-81.328148, -18.349728], [-81.328148, -0.03884], [-68.673088, -0.03884], [-68.673088, -18.349728]]]",Sun May 29 03:35:26 +0000 2016,736762851172450305,juan carlos,#evdlv un choque y fuga pero si l mismo q hacen todos los argentinos q no se haga
293,"0,0,0,0",Fri May 20 19:38:27 +0000 2016,733743709959946240,Marcelo Valencia Yar,Estos dos días he visto más accidentes de tránsito dentro de la ciudad que en carreteras.  https://t.co/NfCAWDPN9e
294,"0,0,0,0",Thu Jun 02 16:40:17 +0000 2016,738409913735622657,AMT Quito,"Con el objetivo de reducir accidentes de tránsito, agentes mantienen estrictos operativos de control en #Quito. https://t.co/Y4wpbQ7E9i"
295,"0,0,0,0",Thu Jun 02 19:49:12 +0000 2016,738457459396890624,Fausto Miranda,"RT @AMTQuito: Con el objetivo de reducir accidentes de tránsito, agentes mantienen estrictos operativos de control en #Quito. https://t.co/…"
296,"0,0,0,0",Thu Jun 02 19:58:01 +0000 2016,738459677571354624,SPAEZS,"RT @AMTQuito: Con el objetivo de reducir accidentes de tránsito, agentes mantienen estrictos operativos de control en #Quito. https://t.co/…"
297,"0,0,0,0",Thu Jun 02 20:49:18 +0000 2016,738472583780282368,Darío Xavier Cabrera,"RT @AMTQuito: Con el objetivo de reducir accidentes de tránsito, agentes mantienen estrictos operativos de control en #Quito. https://t.co/…"
298,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Fri May 06 03:08:47 +0000 2016,728421223827443712,Al Dia Online,ECU 911 RECOMIENDA CONDUCIR CON MAYOR PRECAUCIÓN PARA EVITAR ACCIDENTES DE TRÁNSITO https://t.co/VqpFGqSJ2f https://t.co/uweEQLdvJA
299,"[[[-81.328148, -18.349728], [-81.328148, -0.03884], [-68.673088, -0.03884], [-68.673088, -18.349728]]]",Fri May 06 20:37:24 +0000 2016,728685115719745537,Sigrid Bazán,@20Juanjesus no. se debe al caos y accidentes por combis asesinas frente a las que la muni no hace nada.
300,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Wed May 11 02:52:50 +0000 2016,730229146018820101,luis torres,@eluniversocomPermitir  Venta de licor en gasolineras aumentará índice de accidentes de tránsito y número de muertos en calles y carreteros
301,"[[[-78.948466, -0.588618], [-78.948466, 0.255477], [-78.164897, 0.255477], [-78.164897, -0.588618]]]",Wed May 11 18:58:34 +0000 2016,730472182560645120,Ecuador Inmediato,Gobernador del Guayas anuncia control a motociclistas para evitar accidentes y aumento de delincuencia https://t.co/OFAUQKIbSi @ecuainm
302,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Wed May 11 15:10:36 +0000 2016,730414811960455168,Anaela Mejia,¿Cuántos accidentes más deben haber para que haya mayor control en avenida Simón Bolívar? Puegasí #Quito @MauricioRodasEC
303,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Thu May 12 21:29:00 +0000 2016,730872429095071744,Gobernación Manabí,El cinturón es la herramienta más eficaz en la prevención de las consecuencias de accidentes de tránsito https://t.co/3HL3Ufpd6Z
304,"[[[-81.328148, -18.349728], [-81.328148, -0.03884], [-68.673088, -0.03884], [-68.673088, -18.349728]]]",Wed May 25 14:31:37 +0000 2016,735478433187135488,OSINERGMIN,¡Buenos días! Prevención de accidentes con cables y torres de alta tensión ► https://t.co/FttnjJIpd6 https://t.co/VZ136qWGGJ
305,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Sat May 28 17:51:13 +0000 2016,736615825164120068,Río Napo CEM,"@JorgeGlas""La repotenciación de la Refinería de Esmeraldas nos llena de orgullo porque generó 0 accidentes"" #ReconstruYoEcuador #enlace477"
306,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Fri May 27 02:28:28 +0000 2016,736021222958456832,Rina Tenesaca Teneda,Inicio del operativo Cero Accidentes contó con el apoyo de Paquito policía. Nota en desarrollo https://t.co/M0dCuSnShN
307,"[[[-78.948466, -0.588618], [-78.948466, 0.255477], [-78.164897, 0.255477], [-78.164897, -0.588618]]]",Mon May 30 15:26:29 +0000 2016,737304178662486016,TransporteenEC,@CqViva @IneptoRodas @QuitoVigila @MashiMauri @pilasmauri Los accidentes causados podrían dar paso a millonarias demandas a la ciudad.
308,"0,0,0,0",Wed May 25 11:45:12 +0000 2016,735436553451868160,Any,@AMTQuito Colgada la página Web Cita previa revisión vehicular. No es posible consultas  ni solicitud
309,"0,0,0,0",Tue May 31 00:12:07 +0000 2016,737436458743652352,fabricio albàn,RT @Maliz35: señores @AMTQuito @Quitosostenible  ¿cómo pasan la revisión vehicular automóviles como este? https://t.co/9YfegdiCWx
310,"0,0,0,0",Mon May 23 21:55:34 +0000 2016,734865378451554304,AMT Quito,"Habilitada la Av Amazonas y Eloy Alfaro, efectivos agilizan el tráfico vehicular. https://t.co/ipq5KoHIMG"
311,"0,0,0,0",Sat May 21 18:57:32 +0000 2016,734095800821780480,RobinHoodUIO,"@Gate2011 @MauricioRodasEC Visite el portal de @AMTQuito conciudadano, allí actualizan siempre el estado del fluido vehicular."
312,"0,0,0,0",Sat May 21 20:02:53 +0000 2016,734112247790903296,Cata,"@AMTQuito, ojalá se regule el tiempo de ese semáforo para evitar congestión vehicular."
313,"0,0,0,0",Mon May 23 19:29:56 +0000 2016,734828731412385798,pilasmauri,RT @notiecuadoradio: Bastante carga vehicular Oriental sentido norte sur. @AMTQuito https://t.co/JDGuirfIg6
314,"0,0,0,0",Mon May 23 19:36:52 +0000 2016,734830475773104128,monica jativa gomez,RT @notiecuadoradio: Bastante carga vehicular Oriental sentido norte sur. @AMTQuito https://t.co/JDGuirfIg6
315,"0,0,0,0",Wed May 25 01:14:23 +0000 2016,735277803734716417,ERIKA VILLAMAR,"RT @AMTQuito: Finaliza el contraflujo del túnel Guayasamín, circulación vehicular fluida. https://t.co/9Zgs9HJj7V"
316,"0,0,0,0",Sat May 21 21:24:04 +0000 2016,734132676425351171,Ecuador mi Pais,@AMTQuito @ANT_ECUADOR @mashi x esto de no debe disminuir la revisión vehicular. 💪🏻 https://t.co/Lww8YSC9UT
317,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Wed May 11 16:23:02 +0000 2016,730433042054037504,ObrasPúblicas,Vías de #Manabí expeditas al tránsito vehicular. El trabajo continúa. https://t.co/yz5RjtsUcI
318,"[[[-81.328148, -18.349728], [-81.328148, -0.03884], [-68.673088, -0.03884], [-68.673088, -18.349728]]]",Wed May 11 16:42:26 +0000 2016,730437922663575555,TVPeruPE Noticias,#envivo Aniego en puente Villarán ocasiona congestión vehicular https://t.co/eZktI9Yi9I
319,"[[[-78.948466, -0.588618], [-78.948466, 0.255477], [-78.164897, 0.255477], [-78.164897, -0.588618]]]",Wed May 11 14:18:37 +0000 2016,730401729825648640,Andrés del Pozo,"Madrugando para matricular el auto (@ Centro de Revisión Vehicular in Quito, Pichincha) https://t.co/NU7LaPCqyk"
320,"[[[-78.948466, -0.588618], [-78.948466, 0.255477], [-78.164897, 0.255477], [-78.164897, -0.588618]]]",Fri May 06 18:04:56 +0000 2016,728646747183038464,Mayra Pacheco,@AMTQuito en los patios de retención vehicular un día no equivale a 24 horas?
321,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Wed May 25 19:43:18 +0000 2016,735556869188550656,Angel Calva Riofrío,"VIA LOJA - ZAMORA 
Dejan libre el paso vehicular en el control de Limón en estos momentos"
322,"[[[-81.328148, -18.349728], [-81.328148, -0.03884], [-68.673088, -0.03884], [-68.673088, -18.349728]]]",Wed May 25 14:58:06 +0000 2016,735485095881015296,Mirko Garcia L.,@MuniSurc @alertasurco ruido INSOPORTABLE por congestión vehicular #Claxon Cal. Cerro Azul cdra 2 (cruce con Benavides)
323,"[[[-81.328148, -18.349728], [-81.328148, -0.03884], [-68.673088, -0.03884], [-68.673088, -18.349728]]]",Wed May 25 14:58:46 +0000 2016,735485264223555587,Mirko Garcia L.,@MuniSurco_ @alertasurco ruido INSOPORTABLE por congestión vehicular #Claxon Cal. Cerro Azul cdra 2 (cruce con Benavides)
324,"0,0,0,0",Fri May 20 19:03:17 +0000 2016,733734858606923777,Juan Carlos Malla,.@AMTQuito al momento choque de vehículos en av. Granados (UIO) por favor su ayuda .@cruzrojaecuador https://t.co/LjUptPfarI
325,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Fri May 06 02:11:48 +0000 2016,728406881144819712,Ecuagol,GOLAZO. (VIDEO) La chilena maravillosa que se produjo en choque copero https://t.co/SZ7ZKKpUI4 https://t.co/tsBwoM0UUy
326,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Fri May 06 01:43:39 +0000 2016,728399799117086720,Ecuagol,KO. (VIDEO) Arquero de Boca Juniors quedó inconsciente tras fuerte choque https://t.co/BpZ0XkK0rQ https://t.co/7mDAVjsjyd
327,"[[[-81.328148, -18.349728], [-81.328148, -0.03884], [-68.673088, -0.03884], [-68.673088, -18.349728]]]",Sat May 07 18:28:52 +0000 2016,729015156584394752,Xiomara López Flores,Que tus padres se den un choque de pancitas es lo más romántico del mundo😍❤️ #lindos #sepasaron ❤️ #puritolove
328,"[[[-78.948466, -0.588618], [-78.948466, 0.255477], [-78.164897, 0.255477], [-78.164897, -0.588618]]]",Sun May 15 18:45:36 +0000 2016,731918472901431296,Fredy Hidalgo,"#MiGente hoy relato el ""choque inmortal"".@BarcelonaSCweb vs @CSEmelec por @radioplatinumec https://t.co/cL76iCiyjo desde las 16h30"
329,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Tue May 10 22:26:42 +0000 2016,730162172819550208,ECU911Samborondón,"Precaución, #ECU911 visualiza choque en la Av. Francisco de Orellana e Isidro Ayora. Se cordina con @ATMGuayaquil https://t.co/vIA7yKuvuA"
330,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Wed May 11 14:22:59 +0000 2016,730402829148557312,Radio K1,Llega nuevo tráiler de la Era de Hielo: Choque de Mundos - See more at: https://t.co/hsNknawhVL https://t.co/QDiBrS4tET
331,"[[[-81.328148, -18.349728], [-81.328148, -0.03884], [-68.673088, -0.03884], [-68.673088, -18.349728]]]",Sun May 29 05:24:27 +0000 2016,736790284927959042,juan carlos,#evdlv falto la pregunta de si tubo un choque y fuga con el zorro jejeje o algo parecido preguntenle
332,"[[[-81.328148, -18.349728], [-81.328148, -0.03884], [-68.673088, -0.03884], [-68.673088, -18.349728]]]",Sun May 29 04:08:37 +0000 2016,736771201943674880,Diario Trome,"#EVDLV: ¿Has tenido un choque y fuga con @XoanaOficial?
→ Sí (Verdad) ► https://t.co/D5z1pYmbkN https://t.co/fBPPFclZB0"
333,"[[[-81.328148, -18.349728], [-81.328148, -0.03884], [-68.673088, -0.03884], [-68.673088, -18.349728]]]",Sun May 29 03:52:52 +0000 2016,736767236875128832,El Show,¡TREMENDOS ENTRE VINOS! Así fue revoltoso CHOQUE Y FUGA de .@mmilettfigueroa y .@LukoBenja [#VIDEO] &gt;&gt; https://t.co/Zxdco02yxz
334,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Mon May 30 16:38:09 +0000 2016,737322214471704577,DeporVito,"¡UNA VERDADERA FIESTA!
A pura ‘salsa choque’ en el hotel de Ecuador.. (VIDEO) https://t.co/kjqCAsrINC https://t.co/XIBdsP7IQ1"
335,"0,0,0,0",Mon May 23 17:23:31 +0000 2016,734796918212177921,Oscar Martín,"@AMTQuito No fue hoy, pero ocurrren TODOS LOS DIAS en mi barrio. Estamos cansado de ser peatones, el abuso es total."
336,"[[[-78.948466, -0.588618], [-78.948466, 0.255477], [-78.164897, 0.255477], [-78.164897, -0.588618]]]",Tue May 10 13:04:27 +0000 2016,730020677349052416,Sebastián Salazar N,#FelizMartes buen día a todas y todos. El sol d #Quito nos invita a tomarnos el #EspacioPublico a caminar y construir una ciudad d peatones
337,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Thu May 26 20:15:47 +0000 2016,735927432272826368,ANT Ecuador,"PARA, MIRA, ESCUCHA Y CRUZA. Cuando necesites atravesar la calle, hazlo sólo en los cruces y pasos para peatones https://t.co/xT9dLZuQzd"
338,"0,0,0,0",Thu Jun 02 01:34:17 +0000 2016,738181913370841088,Andres Ortiz,Qué buena #Imagen la @AMTQuito debería compartirla el no respetar a esta ley crea tráfico y accidentes en la ciudad. https://t.co/wyv9WriAZ7
339,"0,0,0,0",Tue May 24 16:01:51 +0000 2016,735138752482430978,Juan Carlos Herrera,@AMTQuito En la calle Pedro de Alfaro y  Av. Jaime del Castillo hay un semáforo en mal stado causantes de accidentes https://t.co/Q7Te2VFBRG
340,"0,0,0,0",Fri Jun 03 13:02:52 +0000 2016,738717589153718273,Carlos Proaño,"RT @AMTQuito: Recuerde: Agentes con BANDERAS ROJAS alertan las zonas de alto riesgo de accidentes.
¡REDUZCA LA VELOCIDAD!. https://t.co/Quo…"
341,"[[[-92.008973, -5.013285], [-92.008973, 1.681834], [-75.192627, 1.681834], [-75.192627, -5.013285]]]",Sun May 08 17:29:43 +0000 2016,729362659502489600,LMDS ★,"noo puede ser, recien me entere de ese accidente, lpm"
342,"0,0,0,0",Wed May 25 22:03:51 +0000 2016,735592238886031360,Cristian toapanta,@traficouio un accidente en la simon bolivar informen
343,"0,0,0,0",Wed May 25 20:45:08 +0000 2016,735572431876722688,GamaNoticias,Accidente de tránsito en redondel de Tababela.  https://t.co/KpushJNveM
344,"0,0,0,0",Mon May 23 20:03:18 +0000 2016,734837128404848640,Quito RT,RT @HolguerGuerrero: Accidente Occidental #Quito  @AMTQuito https://t.co/s7GDrxpDaV
